iter	Recall	CrossEntropy
880	0.4870393088	0.6522046315
881	0.4871459811	0.6521975402
882	0.4870659769	0.6521939144
883	0.4870393088	0.6521817779
884	0.4872259854	0.6521757508
885	0.4873059897	0.652163747
886	0.4872526535	0.6521593935
887	0.4874659982	0.6521465147
888	0.4874659982	0.6521435712
889	0.4875193344	0.6521395127
890	0.4875726705	0.65213578
891	0.4876260067	0.652131616
892	0.487706011	0.65212853
893	0.487706011	0.6521241898
894	0.4873059897	0.6521102941
895	0.487706011	0.6520859335
896	0.4877593472	0.6520826503
897	0.4877860153	0.6520796033
898	0.4878393514	0.6520676611
899	0.4878660195	0.652065454
900	0.4878926876	0.6520585256
901	0.4879460238	0.6520553856
902	0.487706011	0.6520384606
903	0.4877593472	0.6520223751
904	0.4876526748	0.6520166282
905	0.487706011	0.6520158487
906	0.4878126833	0.6520076277
907	0.4880260281	0.6519918407
908	0.4880526961	0.651989782
909	0.4881593685	0.6519840119
910	0.4881060323	0.6519828246
911	0.4880526961	0.6519692812
912	0.4882927089	0.651957437
913	0.4881593685	0.6519539063
914	0.4881593685	0.6519508323
915	0.4881327004	0.6519478744
916	0.4881327004	0.6519466864
917	0.4881860366	0.6519451249
918	0.4882393728	0.6519409762
919	0.4882393728	0.6519380048
920	0.4882927089	0.6519306187
921	0.4884260494	0.651916132
922	0.4884527175	0.6519091518
923	0.4883727132	0.6519039974
924	0.4884793856	0.6518946201
925	0.4883727132	0.6518687337
926	0.4884793856	0.6518614429
927	0.4885060537	0.651859697
928	0.488612726	0.6518562137
929	0.488612726	0.6518542791
930	0.4887460665	0.651850518
931	0.4887727345	0.6518428277
932	0.4888794069	0.651830303
933	0.4888527388	0.6518265109
934	0.4888794069	0.6518202468
935	0.4889327431	0.6518085681
936	0.4889327431	0.6518030281
937	0.4889594112	0.6517985397
938	0.4891727559	0.6517866511
939	0.4890660835	0.6517760979
940	0.4892527601	0.6517671452
941	0.4892794282	0.6517633436
942	0.4895461091	0.6517525891
943	0.4894127687	0.6517451485
944	0.4891727559	0.6517397159
945	0.4892527601	0.6517291377
946	0.4891460878	0.651716717
947	0.4891727559	0.6517142047
948	0.4891727559	0.6517119889
949	0.4893861006	0.65170142
950	0.4895727772	0.6516861246
951	0.4894661049	0.6516771084
952	0.4895994453	0.6516684796
953	0.4896527815	0.6516641735
954	0.4897327857	0.6516592917
955	0.4897061177	0.651645188
956	0.4894927729	0.6516429648
957	0.4895727772	0.6516377157
958	0.4896527815	0.6516353513
959	0.4896527815	0.6516320448
960	0.4895994453	0.6516285348
961	0.4897061177	0.6516206113
962	0.4896527815	0.6516179492
963	0.4896794496	0.6516169928
964	0.4897594538	0.6516128472
965	0.4897594538	0.651606023
966	0.48981279	0.6515977153
967	0.4896261134	0.6515898692
968	0.4897327857	0.6515888883
969	0.4898394581	0.6515850979
970	0.4898661262	0.6515832802
971	0.4898927943	0.6515758921
972	0.4899194624	0.6515723819
973	0.4899461305	0.6515647513
974	0.48981279	0.6515616404
975	0.4899727985	0.6515496762
976	0.4899994666	0.6515488933
977	0.48981279	0.6515475753
978	0.4902394794	0.6515307794
979	0.4903461518	0.6515182235
980	0.4902928156	0.6515169965
981	0.4903461518	0.6515153095
982	0.4903194837	0.6515081095
983	0.4902928156	0.6515068431
984	0.4902928156	0.6515039538
985	0.4904528242	0.6514956184
986	0.4902394794	0.651492548
987	0.4902394794	0.6514833334
988	0.4902928156	0.6514755545
989	0.4903728199	0.6514592674
990	0.4903194837	0.6514518431
991	0.4902661475	0.6514487543
992	0.4902394794	0.6514477523
993	0.4902394794	0.6514386652
994	0.4902928156	0.6514292366
995	0.4899461305	0.6514228259
996	0.4899461305	0.6514221644
997	0.4900794709	0.6514152654
998	0.4901861433	0.6514123447
999	0.4902394794	0.6513984344
